material_area	function	placement
DIN_connector_27	function	plug
DIN_connector_27	accuracy	rough
DIN_connector_27	instanceOf	part
DIN_connector_27	type	connector
DIN_connector_27	attribute	rigid
DIN_connector_27	attribute	cable
DIN_connector_27	shape	round
DIN_connector_27	shape	lump
DIN_connector_27	parameter	3line
DIN_connector_27	parameter	48pin
DIN_connector_28	function	plug
DIN_connector_28	accuracy	rough
DIN_connector_28	instanceOf	part
DIN_connector_28	type	connector
DIN_connector_28	attribute	rigid
DIN_connector_28	attribute	cable
DIN_connector_28	shape	round
DIN_connector_28	shape	lump
DIN_connector_28	parameter	3line
DIN_connector_28	parameter	48pin
DIN_connector_29	function	plug
DIN_connector_29	accuracy	rough
DIN_connector_29	instanceOf	part
DIN_connector_29	type	connector
DIN_connector_29	attribute	rigid
DIN_connector_29	attribute	cable
DIN_connector_29	shape	round
DIN_connector_29	shape	lump
DIN_connector_29	parameter	3line
DIN_connector_29	parameter	48pin
SIM_holder_0	function	plug
SIM_holder_0	accuracy	fine
SIM_holder_0	instanceOf	part
SIM_holder_0	type	connector
SIM_holder_0	attribute	flat
SIM_holder_0	attribute	groove
SIM_holder_0	shape	rectangle
SIM_holder_0	shape	slice
SIM_holder_0	parameter	self-ejecting
SIM_holder_0	parameter	13.72mm
SIM_holder_0	function	holder
SIM_holder_1	function	plug
SIM_holder_1	accuracy	fine
SIM_holder_1	instanceOf	part
SIM_holder_1	type	connector
SIM_holder_1	attribute	flat
SIM_holder_1	attribute	groove
SIM_holder_1	shape	rectangle
SIM_holder_1	shape	slice
SIM_holder_1	parameter	self-ejecting
SIM_holder_1	parameter	13.72mm
SIM_holder_1	function	holder
SIM_holder_2	function	plug
SIM_holder_2	accuracy	fine
SIM_holder_2	instanceOf	part
SIM_holder_2	type	connector
SIM_holder_2	attribute	flat
SIM_holder_2	attribute	groove
SIM_holder_2	shape	rectangle
SIM_holder_2	shape	slice
SIM_holder_2	parameter	self-ejecting
SIM_holder_2	parameter	13.72mm
SIM_holder_2	function	holder
SIM_holder_3	function	plug
SIM_holder_3	accuracy	fine
SIM_holder_3	instanceOf	part
SIM_holder_3	type	connector
SIM_holder_3	attribute	flat
SIM_holder_3	attribute	groove
SIM_holder_3	shape	rectangle
SIM_holder_3	shape	slice
SIM_holder_3	parameter	self-ejecting
SIM_holder_3	parameter	13.72mm
SIM_holder_3	function	holder
SIM_holder_4	function	plug
SIM_holder_4	accuracy	fine
SIM_holder_4	instanceOf	part
SIM_holder_4	type	connector
SIM_holder_4	attribute	flat
SIM_holder_4	attribute	groove
SIM_holder_4	shape	rectangle
SIM_holder_4	shape	slice
SIM_holder_4	parameter	self-ejecting
SIM_holder_4	parameter	13.72mm
SIM_holder_4	function	holder
SIM_holder_5	function	plug
SIM_holder_5	accuracy	fine
SIM_holder_5	instanceOf	part
SIM_holder_5	type	connector
SIM_holder_5	attribute	flat
SIM_holder_5	attribute	groove
SIM_holder_5	shape	rectangle
SIM_holder_5	shape	slice
SIM_holder_5	parameter	self-ejecting
SIM_holder_5	parameter	13.72mm
SIM_holder_5	function	holder
SIM_holder_6	function	plug
SIM_holder_6	accuracy	fine
SIM_holder_6	instanceOf	part
SIM_holder_6	type	connector
SIM_holder_6	attribute	flat
SIM_holder_6	attribute	groove
SIM_holder_6	shape	rectangle
SIM_holder_6	shape	slice
SIM_holder_6	parameter	self-ejecting
SIM_holder_6	parameter	13.72mm
SIM_holder_6	function	holder
SIM_holder_7	function	plug
SIM_holder_7	accuracy	fine
SIM_holder_7	instanceOf	part
SIM_holder_7	type	connector
SIM_holder_7	attribute	flat
SIM_holder_7	attribute	groove
SIM_holder_7	shape	rectangle
SIM_holder_7	shape	slice
SIM_holder_7	parameter	self-ejecting
SIM_holder_7	parameter	13.72mm
SIM_holder_7	function	holder
SIM_holder_8	function	plug
SIM_holder_8	accuracy	fine
SIM_holder_8	instanceOf	part
SIM_holder_8	type	connector
SIM_holder_8	attribute	flat
SIM_holder_8	attribute	groove
SIM_holder_8	shape	rectangle
SIM_holder_8	shape	slice
SIM_holder_8	parameter	self-ejecting
SIM_holder_8	parameter	13.72mm
SIM_holder_8	function	holder
SIM_holder_9	function	plug
SIM_holder_9	accuracy	fine
SIM_holder_9	instanceOf	part
SIM_holder_9	type	connector
SIM_holder_9	attribute	flat
SIM_holder_9	attribute	groove
SIM_holder_9	shape	rectangle
SIM_holder_9	shape	slice
SIM_holder_9	parameter	self-ejecting
SIM_holder_9	parameter	13.72mm
SIM_holder_9	function	holder
battery_connector_0	function	plug
battery_connector_0	accuracy	rough
battery_connector_0	instanceOf	part
battery_connector_0	type	connector
battery_connector_0	attribute	rigid
battery_connector_0	attribute	elasticity
battery_connector_0	shape	cube
battery_connector_0	shape	lump
battery_connector_0	parameter	gap2.5mm
battery_connector_0	parameter	3end
battery_connector_1	function	plug
battery_connector_1	accuracy	rough
battery_connector_1	instanceOf	part
battery_connector_1	type	connector
battery_connector_1	attribute	rigid
battery_connector_1	attribute	elasticity
battery_connector_1	shape	cube
battery_connector_1	shape	lump
battery_connector_1	parameter	gap2.5mm
battery_connector_1	parameter	3end
battery_connector_2	function	plug
battery_connector_2	accuracy	rough
battery_connector_2	instanceOf	part
battery_connector_2	type	connector
battery_connector_2	attribute	rigid
battery_connector_2	attribute	elasticity
battery_connector_2	shape	cube
battery_connector_2	shape	lump
battery_connector_2	parameter	gap2.5mm
battery_connector_2	parameter	3end
battery_connector_3	function	plug
battery_connector_3	accuracy	rough
battery_connector_3	instanceOf	part
battery_connector_3	type	connector
battery_connector_3	attribute	rigid
battery_connector_3	attribute	elasticity
battery_connector_3	shape	cube
battery_connector_3	shape	lump
battery_connector_3	parameter	gap2.5mm
battery_connector_3	parameter	3end
battery_connector_4	function	plug
battery_connector_4	accuracy	rough
battery_connector_4	instanceOf	part
battery_connector_4	type	connector
battery_connector_4	attribute	rigid
battery_connector_4	attribute	elasticity
battery_connector_4	shape	cube
battery_connector_4	shape	lump
battery_connector_4	parameter	gap2.5mm
battery_connector_4	parameter	3end
battery_connector_5	function	plug
battery_connector_5	accuracy	rough
battery_connector_5	instanceOf	part
battery_connector_5	type	connector
battery_connector_5	attribute	rigid
battery_connector_5	attribute	elasticity
battery_connector_5	shape	cube
battery_connector_5	shape	lump
battery_connector_5	parameter	gap2.5mm
battery_connector_5	parameter	3end
battery_connector_6	function	plug
battery_connector_6	accuracy	rough
battery_connector_6	instanceOf	part
battery_connector_6	type	connector
battery_connector_6	attribute	rigid
battery_connector_6	attribute	elasticity
battery_connector_6	shape	cube
battery_connector_6	shape	lump
battery_connector_6	parameter	gap2.5mm
battery_connector_6	parameter	3end
battery_connector_7	function	plug
battery_connector_7	accuracy	rough
battery_connector_7	instanceOf	part
battery_connector_7	type	connector
battery_connector_7	attribute	rigid
battery_connector_7	attribute	elasticity
battery_connector_7	shape	cube
battery_connector_7	shape	lump
battery_connector_7	parameter	gap2.5mm
battery_connector_7	parameter	3end
battery_connector_8	function	plug
battery_connector_8	accuracy	rough
battery_connector_8	instanceOf	part
battery_connector_8	type	connector
battery_connector_8	attribute	rigid
battery_connector_8	attribute	elasticity
battery_connector_8	shape	cube
battery_connector_8	shape	lump
battery_connector_8	parameter	gap2.5mm
battery_connector_8	parameter	3end
battery_connector_9	function	plug
battery_connector_9	accuracy	rough
battery_connector_9	instanceOf	part
battery_connector_9	type	connector
battery_connector_9	attribute	rigid
battery_connector_9	attribute	elasticity
battery_connector_9	shape	cube
battery_connector_9	shape	lump
battery_connector_9	parameter	gap2.5mm
battery_connector_9	parameter	3end
battery_connector_10	function	plug
battery_connector_10	accuracy	rough
battery_connector_10	instanceOf	part
battery_connector_10	type	connector
battery_connector_10	attribute	rigid
battery_connector_10	attribute	elasticity
battery_connector_10	shape	cube
battery_connector_10	shape	lump
battery_connector_10	parameter	gap3mm
battery_connector_10	parameter	3end
battery_connector_11	function	plug
battery_connector_11	accuracy	rough
battery_connector_11	instanceOf	part
battery_connector_11	type	connector
battery_connector_11	attribute	rigid
battery_connector_11	attribute	elasticity
battery_connector_11	shape	cube
battery_connector_11	shape	lump
battery_connector_11	parameter	gap3mm
battery_connector_11	parameter	3end
battery_connector_12	function	plug
battery_connector_12	accuracy	rough
battery_connector_12	instanceOf	part
battery_connector_12	type	connector
battery_connector_12	attribute	rigid
battery_connector_12	attribute	elasticity
battery_connector_12	shape	cube
battery_connector_12	shape	lump
battery_connector_12	parameter	gap3mm
battery_connector_12	parameter	3end
battery_connector_13	function	plug
battery_connector_13	accuracy	rough
battery_connector_13	instanceOf	part
battery_connector_13	type	connector
battery_connector_13	attribute	rigid
battery_connector_13	attribute	elasticity
battery_connector_13	shape	cube
battery_connector_13	shape	lump
battery_connector_13	parameter	gap3mm
battery_connector_13	parameter	3end
battery_connector_14	function	plug
battery_connector_14	accuracy	rough
battery_connector_14	instanceOf	part
battery_connector_14	type	connector
battery_connector_14	attribute	rigid
battery_connector_14	attribute	elasticity
battery_connector_14	shape	cube
battery_connector_14	shape	lump
battery_connector_14	parameter	gap3mm
battery_connector_14	parameter	3end
battery_connector_15	function	plug
battery_connector_15	accuracy	rough
battery_connector_15	instanceOf	part
battery_connector_15	type	connector
battery_connector_15	attribute	rigid
battery_connector_15	attribute	elasticity
battery_connector_15	shape	cube
battery_connector_15	shape	lump
battery_connector_15	parameter	gap3mm
battery_connector_15	parameter	3end
battery_connector_16	function	plug
battery_connector_16	accuracy	rough
battery_connector_16	instanceOf	part
battery_connector_16	type	connector
battery_connector_16	attribute	rigid
battery_connector_16	attribute	elasticity
battery_connector_16	shape	cube
battery_connector_16	shape	lump
battery_connector_16	parameter	gap3mm
battery_connector_16	parameter	3end
battery_connector_17	function	plug
battery_connector_17	accuracy	rough
battery_connector_17	instanceOf	part
battery_connector_17	type	connector
battery_connector_17	attribute	rigid
battery_connector_17	attribute	elasticity
battery_connector_17	shape	cube
battery_connector_17	shape	lump
battery_connector_17	parameter	gap3mm
battery_connector_17	parameter	3end
battery_connector_18	function	plug
battery_connector_18	accuracy	rough
battery_connector_18	instanceOf	part
battery_connector_18	type	connector
battery_connector_18	attribute	rigid
battery_connector_18	attribute	elasticity
battery_connector_18	shape	cube
battery_connector_18	shape	lump
battery_connector_18	parameter	gap3mm
battery_connector_18	parameter	3end
battery_connector_19	function	plug
battery_connector_19	accuracy	rough
battery_connector_19	instanceOf	part
battery_connector_19	type	connector
battery_connector_19	attribute	rigid
battery_connector_19	attribute	elasticity
battery_connector_19	shape	cube
battery_connector_19	shape	lump
battery_connector_19	parameter	gap3mm
battery_connector_19	parameter	3end
battery_connector_30	function	plug
battery_connector_30	accuracy	rough
battery_connector_30	instanceOf	part
battery_connector_30	type	connector
battery_connector_30	attribute	rigid
battery_connector_30	attribute	elasticity
battery_connector_30	shape	cube
battery_connector_30	shape	lump
battery_connector_30	parameter	gap2mm
battery_connector_30	parameter	4end
battery_connector_31	function	plug
battery_connector_31	accuracy	rough
battery_connector_31	instanceOf	part
battery_connector_31	type	connector
battery_connector_31	attribute	rigid
battery_connector_31	attribute	elasticity
battery_connector_31	shape	cube
battery_connector_31	shape	lump
battery_connector_31	parameter	gap2mm
battery_connector_31	parameter	4end
battery_connector_32	function	plug
battery_connector_32	accuracy	rough
battery_connector_32	instanceOf	part
battery_connector_32	type	connector
battery_connector_32	attribute	rigid
battery_connector_32	attribute	elasticity
battery_connector_32	shape	cube
battery_connector_32	shape	lump
battery_connector_32	parameter	gap2mm
battery_connector_32	parameter	4end
battery_connector_33	function	plug
battery_connector_33	accuracy	rough
battery_connector_33	instanceOf	part
battery_connector_33	type	connector
battery_connector_33	attribute	rigid
battery_connector_33	attribute	elasticity
battery_connector_33	shape	cube
battery_connector_33	shape	lump
battery_connector_33	parameter	gap2mm
battery_connector_33	parameter	4end
battery_connector_34	function	plug
battery_connector_34	accuracy	rough
battery_connector_34	instanceOf	part
battery_connector_34	type	connector
battery_connector_34	attribute	rigid
battery_connector_34	attribute	elasticity
battery_connector_34	shape	cube
battery_connector_34	shape	lump
battery_connector_34	parameter	gap2mm
battery_connector_34	parameter	4end
battery_connector_35	function	plug
battery_connector_35	accuracy	rough
battery_connector_35	instanceOf	part
battery_connector_35	type	connector
battery_connector_35	attribute	rigid
battery_connector_35	attribute	elasticity
battery_connector_35	shape	cube
battery_connector_35	shape	lump
battery_connector_35	parameter	gap2mm
battery_connector_35	parameter	4end
battery_connector_36	function	plug
battery_connector_36	accuracy	rough
battery_connector_36	instanceOf	part
battery_connector_36	type	connector
battery_connector_36	attribute	rigid
battery_connector_36	attribute	elasticity
battery_connector_36	shape	cube
battery_connector_36	shape	lump
battery_connector_36	parameter	gap2mm
battery_connector_36	parameter	4end
battery_connector_37	function	plug
battery_connector_37	accuracy	rough
battery_connector_37	instanceOf	part
battery_connector_37	type	connector
battery_connector_37	attribute	rigid
battery_connector_37	attribute	elasticity
battery_connector_37	shape	cube
battery_connector_37	shape	lump
battery_connector_37	parameter	gap2mm
battery_connector_37	parameter	4end
battery_connector_38	function	plug
battery_connector_38	accuracy	rough
battery_connector_38	instanceOf	part
battery_connector_38	type	connector
battery_connector_38	attribute	rigid
battery_connector_38	attribute	elasticity
battery_connector_38	shape	cube
battery_connector_38	shape	lump
battery_connector_38	parameter	gap2mm
battery_connector_38	parameter	4end
battery_connector_39	function	plug
battery_connector_39	accuracy	rough
battery_connector_39	instanceOf	part
battery_connector_39	type	connector
battery_connector_39	attribute	rigid
battery_connector_39	attribute	elasticity
battery_connector_39	shape	cube
battery_connector_39	shape	lump
battery_connector_39	parameter	gap2mm
battery_connector_39	parameter	4end
battery_connector_40	function	plug
battery_connector_40	accuracy	rough
battery_connector_40	instanceOf	part
battery_connector_40	type	connector
battery_connector_40	attribute	rigid
battery_connector_40	attribute	elasticity
battery_connector_40	shape	cube
battery_connector_40	shape	lump
battery_connector_40	parameter	gap2.5mm
battery_connector_40	parameter	5end
battery_connector_41	function	plug
battery_connector_41	accuracy	rough
battery_connector_41	instanceOf	part
battery_connector_41	type	connector
battery_connector_41	attribute	rigid
battery_connector_41	attribute	elasticity
battery_connector_41	shape	cube
battery_connector_41	shape	lump
battery_connector_41	parameter	gap2.5mm
battery_connector_41	parameter	5end
battery_connector_42	function	plug
battery_connector_42	accuracy	rough
battery_connector_42	instanceOf	part
battery_connector_42	type	connector
battery_connector_42	attribute	rigid
battery_connector_42	attribute	elasticity
battery_connector_42	shape	cube
battery_connector_42	shape	lump
battery_connector_42	parameter	gap2.5mm
battery_connector_42	parameter	5end
battery_connector_43	function	plug
battery_connector_43	accuracy	rough
battery_connector_43	instanceOf	part
battery_connector_43	type	connector
battery_connector_43	attribute	rigid
battery_connector_43	attribute	elasticity
battery_connector_43	shape	cube
battery_connector_43	shape	lump
battery_connector_43	parameter	gap2.5mm
battery_connector_43	parameter	5end
battery_connector_44	function	plug
battery_connector_44	accuracy	rough
battery_connector_44	instanceOf	part
battery_connector_44	type	connector
battery_connector_44	attribute	rigid
battery_connector_44	attribute	elasticity
battery_connector_44	shape	cube
battery_connector_44	shape	lump
battery_connector_44	parameter	gap2.5mm
battery_connector_44	parameter	5end
battery_connector_45	function	plug
battery_connector_45	accuracy	rough
battery_connector_45	instanceOf	part
battery_connector_45	type	connector
battery_connector_45	attribute	rigid
battery_connector_45	attribute	elasticity
battery_connector_45	shape	cube
battery_connector_45	shape	lump
battery_connector_45	parameter	gap2.5mm
battery_connector_45	parameter	5end
battery_connector_46	function	plug
battery_connector_46	accuracy	rough
battery_connector_46	instanceOf	part
battery_connector_46	type	connector
battery_connector_46	attribute	rigid
battery_connector_46	attribute	elasticity
battery_connector_46	shape	cube
battery_connector_46	shape	lump
battery_connector_46	parameter	gap2.5mm
battery_connector_46	parameter	5end
battery_connector_47	function	plug
battery_connector_47	accuracy	rough
battery_connector_47	instanceOf	part
battery_connector_47	type	connector
battery_connector_47	attribute	rigid
battery_connector_47	attribute	elasticity
battery_connector_47	shape	cube
battery_connector_47	shape	lump
battery_connector_47	parameter	gap2.5mm
battery_connector_47	parameter	5end
battery_connector_48	function	plug
battery_connector_48	accuracy	rough
battery_connector_48	instanceOf	part
battery_connector_48	type	connector
battery_connector_48	attribute	rigid
battery_connector_48	attribute	elasticity
battery_connector_48	shape	cube
battery_connector_48	shape	lump
battery_connector_48	parameter	gap2.5mm
battery_connector_48	parameter	5end
battery_connector_49	function	plug
battery_connector_49	accuracy	rough
battery_connector_49	instanceOf	part
battery_connector_49	type	connector
battery_connector_49	attribute	rigid
battery_connector_49	attribute	elasticity
battery_connector_49	shape	cube
battery_connector_49	shape	lump
battery_connector_49	parameter	gap2.5mm
battery_connector_49	parameter	5end
battery_connector_50	function	plug
battery_connector_50	accuracy	rough
battery_connector_50	instanceOf	part
battery_connector_50	type	connector
battery_connector_50	attribute	rigid
battery_connector_50	attribute	elasticity
battery_connector_50	shape	cube
battery_connector_50	shape	lump
battery_connector_50	parameter	gap1.6mm
battery_connector_50	parameter	6end
battery_connector_51	function	plug
battery_connector_51	accuracy	rough
battery_connector_51	instanceOf	part
battery_connector_51	type	connector
battery_connector_51	attribute	rigid
battery_connector_51	attribute	elasticity
battery_connector_51	shape	cube
battery_connector_51	shape	lump
battery_connector_51	parameter	gap1.6mm
battery_connector_51	parameter	6end
battery_connector_52	function	plug
battery_connector_52	accuracy	rough
battery_connector_52	instanceOf	part
battery_connector_52	type	connector
battery_connector_52	attribute	rigid
battery_connector_52	attribute	elasticity
battery_connector_52	shape	cube
battery_connector_52	shape	lump
battery_connector_52	parameter	gap1.6mm
battery_connector_52	parameter	6end
battery_connector_53	function	plug
battery_connector_53	accuracy	rough
battery_connector_53	instanceOf	part
battery_connector_53	type	connector
battery_connector_53	attribute	rigid
battery_connector_53	attribute	elasticity
battery_connector_53	shape	cube
battery_connector_53	shape	lump
battery_connector_53	parameter	gap1.6mm
battery_connector_53	parameter	6end
battery_connector_54	function	plug
battery_connector_54	accuracy	rough
battery_connector_54	instanceOf	part
battery_connector_54	type	connector
battery_connector_54	attribute	rigid
battery_connector_54	attribute	elasticity
battery_connector_54	shape	cube
battery_connector_54	shape	lump
battery_connector_54	parameter	gap1.6mm
battery_connector_54	parameter	6end
battery_connector_55	function	plug
battery_connector_55	accuracy	rough
battery_connector_55	instanceOf	part
battery_connector_55	type	connector
battery_connector_55	attribute	rigid
battery_connector_55	attribute	elasticity
battery_connector_55	shape	cube
battery_connector_55	shape	lump
battery_connector_55	parameter	gap1.6mm
battery_connector_55	parameter	6end
battery_connector_56	function	plug
battery_connector_56	accuracy	rough
battery_connector_56	instanceOf	part
battery_connector_56	type	connector
battery_connector_56	attribute	rigid
battery_connector_56	attribute	elasticity
battery_connector_56	shape	cube
battery_connector_56	shape	lump
battery_connector_56	parameter	gap1.6mm
battery_connector_56	parameter	6end
battery_connector_57	function	plug
battery_connector_57	accuracy	rough
battery_connector_57	instanceOf	part
battery_connector_57	type	connector
battery_connector_57	attribute	rigid
battery_connector_57	attribute	elasticity
battery_connector_57	shape	cube
battery_connector_57	shape	lump
battery_connector_57	parameter	gap1.6mm
battery_connector_57	parameter	6end
battery_connector_58	function	plug
battery_connector_58	accuracy	rough
battery_connector_58	instanceOf	part
battery_connector_58	type	connector
battery_connector_58	attribute	rigid
battery_connector_58	attribute	elasticity
battery_connector_58	shape	cube
battery_connector_58	shape	lump
battery_connector_58	parameter	gap1.6mm
battery_connector_58	parameter	6end
battery_connector_59	function	plug
battery_connector_59	accuracy	rough
battery_connector_59	instanceOf	part
battery_connector_59	type	connector
battery_connector_59	attribute	rigid
battery_connector_59	attribute	elasticity
battery_connector_59	shape	cube
battery_connector_59	shape	lump
battery_connector_59	parameter	gap1.6mm
battery_connector_59	parameter	6end
battery_connector_60	function	plug
battery_connector_60	accuracy	rough
battery_connector_60	instanceOf	part
battery_connector_60	type	connector
battery_connector_60	attribute	rigid
battery_connector_60	attribute	elasticity
battery_connector_60	shape	cube
battery_connector_60	shape	lump
battery_connector_60	parameter	gap1.6mm
battery_connector_60	parameter	4end
battery_connector_61	function	plug
battery_connector_61	accuracy	rough
battery_connector_61	instanceOf	part
battery_connector_61	type	connector
battery_connector_61	attribute	rigid
battery_connector_61	attribute	elasticity
battery_connector_61	shape	cube
battery_connector_61	shape	lump
battery_connector_61	parameter	gap1.6mm
battery_connector_61	parameter	4end
battery_connector_62	function	plug
battery_connector_62	accuracy	rough
battery_connector_62	instanceOf	part
battery_connector_62	type	connector
battery_connector_62	attribute	rigid
battery_connector_62	attribute	elasticity
battery_connector_62	shape	cube
battery_connector_62	shape	lump
battery_connector_62	parameter	gap1.6mm
battery_connector_62	parameter	4end
battery_connector_63	function	plug
battery_connector_63	accuracy	rough
battery_connector_63	instanceOf	part
battery_connector_63	type	connector
battery_connector_63	attribute	rigid
battery_connector_63	attribute	elasticity
battery_connector_63	shape	cube
battery_connector_63	shape	lump
battery_connector_63	parameter	gap1.6mm
battery_connector_63	parameter	4end
battery_connector_64	function	plug
battery_connector_64	accuracy	rough
battery_connector_64	instanceOf	part
battery_connector_64	type	connector
battery_connector_64	attribute	rigid
battery_connector_64	attribute	elasticity
battery_connector_64	shape	cube
battery_connector_64	shape	lump
battery_connector_64	parameter	gap1.6mm
battery_connector_64	parameter	4end
battery_connector_65	function	plug
battery_connector_65	accuracy	rough
battery_connector_65	instanceOf	part
battery_connector_65	type	connector
battery_connector_65	attribute	rigid
battery_connector_65	attribute	elasticity
battery_connector_65	shape	cube
battery_connector_65	shape	lump
battery_connector_65	parameter	gap1.6mm
battery_connector_65	parameter	4end
battery_connector_66	function	plug
battery_connector_66	accuracy	rough
battery_connector_66	instanceOf	part
battery_connector_66	type	connector
battery_connector_66	attribute	rigid
battery_connector_66	attribute	elasticity
battery_connector_66	shape	cube
battery_connector_66	shape	lump
battery_connector_66	parameter	gap1.6mm
battery_connector_66	parameter	4end
battery_connector_67	function	plug
battery_connector_67	accuracy	rough
battery_connector_67	instanceOf	part
battery_connector_67	type	connector
battery_connector_67	attribute	rigid
battery_connector_67	attribute	elasticity
battery_connector_67	shape	cube
battery_connector_67	shape	lump
battery_connector_67	parameter	gap1.6mm
battery_connector_67	parameter	4end
battery_connector_68	function	plug
battery_connector_68	accuracy	rough
battery_connector_68	instanceOf	part
battery_connector_68	type	connector
battery_connector_68	attribute	rigid
battery_connector_68	attribute	elasticity
battery_connector_68	shape	cube
battery_connector_68	shape	lump
battery_connector_68	parameter	gap1.6mm
battery_connector_68	parameter	4end
battery_connector_69	function	plug
battery_connector_69	accuracy	rough
battery_connector_69	instanceOf	part
battery_connector_69	type	connector
battery_connector_69	attribute	rigid
battery_connector_69	attribute	elasticity
battery_connector_69	shape	cube
battery_connector_69	shape	lump
battery_connector_69	parameter	gap1.6mm
battery_connector_69	parameter	4end
rear_cover_0	function	panel_mounting
rear_cover_0	accuracy	rough
rear_cover_0	instanceOf	part
rear_cover_0	type	cover
rear_cover_0	attribute	rigid
rear_cover_0	attribute	flat
rear_cover_0	shape	rectangle
rear_cover_0	shape	slice
rear_cover_0	parameter	10.16mm
rear_cover_0	function	plug
rear_cover_1	function	panel_mounting
rear_cover_1	accuracy	rough
rear_cover_1	instanceOf	part
rear_cover_1	type	cover
rear_cover_1	attribute	rigid
rear_cover_1	attribute	flat
rear_cover_1	shape	rectangle
rear_cover_1	shape	slice
rear_cover_1	parameter	10.16mm
rear_cover_1	function	plug
rear_cover_2	function	panel_mounting
rear_cover_2	accuracy	rough
rear_cover_2	instanceOf	part
rear_cover_2	type	cover
rear_cover_2	attribute	rigid
rear_cover_2	attribute	flat
rear_cover_2	shape	rectangle
rear_cover_2	shape	slice
rear_cover_2	parameter	10.16mm
rear_cover_2	function	plug
rear_cover_3	function	panel_mounting
rear_cover_3	accuracy	rough
rear_cover_3	instanceOf	part
rear_cover_3	type	cover
rear_cover_3	attribute	rigid
rear_cover_3	attribute	flat
rear_cover_3	shape	rectangle
rear_cover_3	shape	slice
rear_cover_3	parameter	10.16mm
rear_cover_3	function	plug
rear_cover_4	function	panel_mounting
rear_cover_4	accuracy	rough
rear_cover_4	instanceOf	part
rear_cover_4	type	cover
rear_cover_4	attribute	rigid
rear_cover_4	attribute	flat
rear_cover_4	shape	rectangle
rear_cover_4	shape	slice
rear_cover_4	parameter	10.16mm
rear_cover_4	function	plug
rear_cover_5	function	panel_mounting
rear_cover_5	accuracy	rough
rear_cover_5	instanceOf	part
rear_cover_5	type	cover
rear_cover_5	attribute	rigid
rear_cover_5	attribute	flat
rear_cover_5	shape	rectangle
rear_cover_5	shape	slice
rear_cover_5	parameter	10.16mm
rear_cover_5	function	plug
rear_cover_6	function	panel_mounting
rear_cover_6	accuracy	rough
rear_cover_6	instanceOf	part
rear_cover_6	type	cover
rear_cover_6	attribute	rigid
rear_cover_6	attribute	flat
rear_cover_6	shape	rectangle
rear_cover_6	shape	slice
rear_cover_6	parameter	10.16mm
rear_cover_6	function	plug
rear_cover_7	function	panel_mounting
rear_cover_7	accuracy	rough
rear_cover_7	instanceOf	part
rear_cover_7	type	cover
rear_cover_7	attribute	rigid
rear_cover_7	attribute	flat
rear_cover_7	shape	rectangle
rear_cover_7	shape	slice
rear_cover_7	parameter	10.16mm
rear_cover_7	function	plug
rear_cover_8	function	panel_mounting
rear_cover_8	accuracy	rough
rear_cover_8	instanceOf	part
rear_cover_8	type	cover
rear_cover_8	attribute	rigid
rear_cover_8	attribute	flat
rear_cover_8	shape	rectangle
rear_cover_8	shape	slice
rear_cover_8	parameter	10.16mm
rear_cover_8	function	plug
rear_cover_9	function	panel_mounting
rear_cover_9	accuracy	rough
rear_cover_9	instanceOf	part
rear_cover_9	type	cover
rear_cover_9	attribute	rigid
rear_cover_9	attribute	flat
rear_cover_9	shape	rectangle
rear_cover_9	shape	slice
rear_cover_9	parameter	10.16mm
rear_cover_9	function	plug
high-voltage_connector_0	function	plug
high-voltage_connector_0	accuracy	rough
high-voltage_connector_0	instanceOf	part
high-voltage_connector_0	type	connector
high-voltage_connector_0	attribute	rigid
high-voltage_connector_0	attribute	threadiness
high-voltage_connector_0	shape	cube
high-voltage_connector_0	shape	lump
high-voltage_connector_0	shape	round
high-voltage_connector_0	parameter	twin-core
high-voltage_connector_0	parameter	HVIL
high-voltage_connector_0	parameter	2.5mm²
high-voltage_connector_1	function	plug
high-voltage_connector_1	accuracy	rough
high-voltage_connector_1	instanceOf	part
high-voltage_connector_1	type	connector
high-voltage_connector_1	attribute	rigid
high-voltage_connector_1	attribute	threadiness
high-voltage_connector_1	shape	cube
high-voltage_connector_1	shape	lump
high-voltage_connector_1	shape	round
high-voltage_connector_1	parameter	twin-core
high-voltage_connector_1	parameter	HVIL
high-voltage_connector_1	parameter	2.5mm²
high-voltage_connector_2	function	plug
high-voltage_connector_2	accuracy	rough
high-voltage_connector_2	instanceOf	part
high-voltage_connector_2	type	connector
high-voltage_connector_2	attribute	rigid
high-voltage_connector_2	attribute	threadiness
high-voltage_connector_2	shape	cube
high-voltage_connector_2	shape	lump
high-voltage_connector_2	shape	round
high-voltage_connector_2	parameter	twin-core
high-voltage_connector_2	parameter	HVIL
high-voltage_connector_2	parameter	2.5mm²
high-voltage_connector_3	function	plug
high-voltage_connector_3	accuracy	rough
high-voltage_connector_3	instanceOf	part
high-voltage_connector_3	type	connector
high-voltage_connector_3	attribute	rigid
high-voltage_connector_3	attribute	threadiness
high-voltage_connector_3	shape	cube
high-voltage_connector_3	shape	lump
high-voltage_connector_3	shape	round
high-voltage_connector_3	parameter	twin-core
high-voltage_connector_3	parameter	HVIL
high-voltage_connector_3	parameter	2.5mm²
high-voltage_connector_4	function	plug
high-voltage_connector_4	accuracy	rough
high-voltage_connector_4	instanceOf	part
high-voltage_connector_4	type	connector
high-voltage_connector_4	attribute	rigid
